Log,Exercise Tag,Feeling Tag
i lifted weights i felt tested,weights,tested
i would run on the treadmill for 30 minutes. i felt energized.,run,energized
i would lift 20 pound weights i would feel sore.,weights,sore
i did 10 pull ups.  i feel powerful.,pull ups,powerful
i played an hour of tennis. i feel exhausted.,tennis,exhausted
i just lifted weights at the gym i felt really empowered after doing this work out,lifted,empowered
i went for a two mile run outside i felt really energised after my run,run,energised
i jogged for a mile and a half.  i felt exhausted afterwards.,jogged,exhausted
i played a pick-up game of basketball.  i felt great after the game.,basketball,great
i just did 15 minutes on elliptical i felt energized,elliptical,energized
i just did 50 reps on leg press i feel sore,leg press,sore
i went on a 5 mile walk. it felt good to go on that walk.,walk,good
i went swimming at the y for an hour. i was tired when i got done swimming.,swimming,tired
i ran on the treadmill for 15 minutes. i honestly felt like i was going to die.,ran,like i was going to die
i jogged around the neighborhood. i felt amazing!,jogged,amazing
i played tennis for 2 hours. i felt very alive and happy.,tennis,"alive, happy"
i went on a hiking trial and walked for 45 minutes. i felt very refreshing.,hiking trial,refreshing
i just ran for two hours i felt very refreshing,ran,refreshing
i just played two hours of basketball i felt very tired,basketball,tired
i did 15 lunges  i feel strong,lunges,strong
i did 50 push ups i feel lighter,push ups,lighter
i did yoga(suryanamaskar) at first i felt my body not adjusting and not very flexible but later i felt good.,suryanamaskar,"not very flexible, good"
my second excersise was again a position from yoga called kapalbharti i felt both lightweight and good.,kapalbharti,good
"i just walked 4 miles going to joe's and back. at first i wasn't sure how i would do, but i felt and feel great!",walked,great
"i went to gym and did an hour of weight lifting. i felt good during, but now i am feeling a little sore.",lifting,"good, sore"
"i began doing planks. i felt very out of shape, could hardly breathe.",planks,"out of shape, hardly breathe"
i ran for a mile and a half. i felt exhausted and need to catch my breath.,ran,"exhausted, need to catch my breath"
"i did the elliptical for 40 minutes i felt sweaty, hot and good",elliptical,"sweaty, hot, good"
i did an abs workout of 3 set of 15 reps it was hard but i felt good after,abs workout,good
i did 25 push ups. i felt tired but strong.,push ups,"tired, strong"
i biked five miles. my legs feel like rubber.,biked,rubber
i ran on a treadmill i felt tired,ran,tired
i ran outside i felt much better,ran,better
i just lifted some weights i felt so strong afterwards.,lifted,strong
i just did push ups for an hour my chest hurts.,push ups,hurts
i just swam two laps! i just ran two miles and i felt refreshed,swam,refreshed
i just did a cardio for 30 minutes i felt amazing,cardio,amazing
i just did shoulder presses. i felt amazing!,presses,amazing
i did some squats. i felt good.,squats,good
i just walked six miles. my legs felt like jelly.,walked,jelly
i just ran for 10 minutes. my heart felt like it was going to beat itself out of my chest.,ran,beat itself out of my chest
i rock climbed for an hour. it was very tiring and my hands hurt.,rock climbed,"tiring, hands hurt"
"i did nine sets of bench press today, hitting 225 pounds for 5 reps on my heaviest set. i feel real strong and excited with my progress.",bench press,"strong, excited"
i just did an hour of yoga. it was very relaxing.,yoga,relaxing
i just went on an elliptical for an hour. it was exhausting.,elliptical,exhausting
i lifted 5 pound weights for 20 minutes i was energized and felt strong.,lifted,"energized, strong"
i did 20 calf raises on each leg. i felt tired and fatigued.,calf raises,"tired, fatigued"
i walking 30 minutes a day. i felt great.,walking,great
i do 20 minutes mediation daily. i felt relax.,mediation,relax
i rode an exercise bike for an hour. i felt worn out and tired.,exercise bike,"worn out, tired"
i walked on the tread mill for an hour. my whole body hurt.,walked,hurt
i lifted back for two hours. i felt like the weight was heavy today.,lifted,heavy
i played basketball for an hour today. i feel like i am out of shape.,basketball,out of shape
running barefoot for 20 minutes. i feel like my leg muscles are getting stronger,running,stronger
i did 40 push ups i feel stronger.,push ups,stronger
i rode my peloton bike. i felt exhausted.,bike,exhausted
i walked pushing a stroller. i felt refreshed.,walked,refreshed
i skipped rope for 15 minutes i felt great,skipped,great
i hit a punching bag for 15 minutes i felt invigorated,hit,invigorated
i just walked two miles while playing pokemon go i feel amazing! i got a shiny gastly!,walked,amazing
i just bicycled 20 miles i feel very refreshed! i loved it when my hair blew in the wind!,bicycled,refreshed
"i just power walked 5,000 steps. i feel invigorated!",power walked,invigorated
i ran for half an hour. i'm so winded!,ran,winded
i walked for 45 mins. i felt tired but also energized.,walked,"tired, energized"
i rode my exercise bike for 30 mins. i felt sore in my legs.,bike,sore
went on a 3 mile hike. tired and weak.,hike,"tired, weak"
a two mile jog uphill. i felt accomplished that i made it that far.,jog,accomplished
"i just did spin cycle for an hour. i felt out of breath but good, however my legs are sore and my butt hurts.",spin cycle,"out of breath, good, sore, butt hurts"
i just finished lifting weights for 2 hours.  i felt great after the 2 hour workout and i feel really strong.,lifting weights,"great, really strong"
"ran 4 miles good time, could have ran more",ran,good
"pick-up basketball sore, need to stretch more before.",basketball,sore
i walked 5 miles i felt calm and confident,walked,calm
i did 3 sets of 30 crunches i felt tired and worn down.,crunches,"tired, worn down"
"i practiced lightsaber techniques for thirty minutes. it was fun, but my arms are tired.",lightsaber techniques,"fun, tired"
"i biked the greenway in two hours. the wind was brisk so my cheeks are numb, but it was still satisfying.",biked,"numb, satisfying"
i did a 30 minute yoga video this morning.  i felt like my body relaxed.,yoga video,relaxed
i took my dog for a jog.  i felt worn out from trying to keep up with my dog.,jog,worn out
i did push ups yesterday i was in pain from it,push ups,pain
i did burpees today i felt go after i was finish,burpees,go
i tried to do push ups and could only do three my arms were shaking and i felt weak,push ups,"shaking, weak"
i jogged for 20 minutes i was out of breath but determined to jog tomorrow,jogged,"out of breath, determined"
i did 25 pushups. that took my breath away.,pushups,took my breath away
i walked for 3 miles. that was very enjoyable.,walked,enjoyable
played tennis for an hour. i felt really engaged and energized.,tennis,"engaged, energized"
walked around the neighborhood for half an hour. i felt focused and fine.,walked,"focused, fine"
i walked 2 miles on the treadmill. i felt great walking.,walked,great
i spent 20 minutes on the elliptical. i was tired by the end.,elliptical,tired
i did push ups this is hard,push ups,hard
i went for a jog being out of breath is painful,jog,painful
i just hopped like a frog.  i feel really burnt out.,hopped,burnt out
i skipped for 30 minutes.  i feel athletic.,skipped,athletic
i played in a competitive basketball game. i felt very winded but great.,basketball,"winded, great"
i ran two miles yesterday i was sweating profusely but felt great afterwards.,ran,"sweating, great"
i did weight training for 30 minutes. i felt invigorated.,weight,invigorated
i jogged for 15 minutes. my lungs were burning and my back aches.,jogged,"burning, aches"
i just completed a 30 minute cardio dance workout i can barely catch my breath,cardio dance workout,barely catch my breath
i just did a 20 minute spin class i can't feel my legs,spin class,can't feel my legs
i rode my bike 10 miles i feel rejuvenated,rode,rejuvenated
i did 5 sets of reps of weights for my chest i felt sore,weights,sore
i did 500 jumping jacks. i felt fatigued.,jumping jacks,fatigued
i swam 200 laps. i felt winded.,swam,winded
i skied 12 kilometers. i feel vigorous.,skied,vigorous
i ran fifteen miles. i feel winded.,ran,winded
doing leg curls at the gym. my legs hurt so bad.,curls,hurt
doing chin ups for an hour. my arms and body was so sore.,chin ups,sore
just completed a 3 mile run. i feel awful!,run,awful
just completed 15 lap swim. i felt good after the workout,swim,good
i ran six miles i feel on top of the world,ran,on top of the world
i just played tennis my arms are sore,tennis,sore
i just completed a aerobics class. this class was fun and i sweated alot!,aerobics class,"fun, sweated"
i went on a walk at lunch today. it was nice to get fresh air and be active.,walk,"nice, active"
i walked five miles i felt energetic,walked,energetic
i swam for 30 minutes i felt hungry,swam,hungry
i just did a 45 minute zumba gold class i felt fantastic,zumba gold class,fantastic
i just fast walked 3 miles i felt empowered,fast walked,empowered
i maxed out on deadlifts. i feel so accomplished!,deadlifts,accomplished
i ran for 10 minutes. i'm dying.,ran,dying
i just walked 5 miles. i felt relaxed.,walked,relaxed
i did 100 situps. i felt accomplished.,situps,accomplished
i doing daily 50 pushups i feel more energetic,pushups,energetic
i do skipping it make me tired,skipping,tired
i swam 2 laps i was tired afterwards,swam,tired
